learning epoch:  1 ...
preds:  ['Conjunctions.Conjunction Expansion.Conjunctions.Conjunctions.', 'Contingency.Cause', 'Expansion. Conjunction.', 'Expansion. Confusion.', 'Temporal.Asquaral.Asquaral.Asquaral.Asquaral.A', 'Contingency.Purpose', 'comparison. similarity', 'Temporal.Attraction.astriral.asquaral.asquaral.as', 'Comparison.', 'Comparison.', 'Expansion.Convention', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'expression.junction.expansion.Conjunction.expansion.expansion.expansion', 'Contingency. Padre. Contingency. Padre. Contingency. Padre.']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Comparison.Similarity', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Purpose']
preds:  ['Expansion.Conjunction', 'Temporal.Astatic.', 'Expansion. Conjunction', 'Temporal. Synchronous', 'Temporal. Asynchronous', 'Contingency.', 'Expansion. GenExpantion', 'Expansion.Conjunction', 'expansion.Construction.Construction.Construction.junction.expansion.Construction', 'Experiment.Conjunction.Conjunction', 'Expansion.', 'Expansion.Mexsion.', 'Contingency. Negative-Condition', 'Temporal.Asasasasasasasasasasa', 'Temporal.Asynchronous', 'Expansion.Conjunction']  | target:  ['Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Expansion.GenExpansion', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.GenExpansion', 'Contingency.Negative-Condition', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction']
preds:  ['Expansion.Gen Expansion', 'Expansion.Conjunction.', 'Contingency.Condition.', 'Comparison.Context.Context.Context. Comparison.Context.Context.Context.Context', 'Comparison.Similarity', 'Temporal.Astrial.Astrial.Astrial.Astrial.A', 'Contingency.Purge', 'Expansion.Conjunction.Conjunction.', 'Expansion.', 'Contingency.', 'Expansion.GenExpansion', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.GenExpansion', 'Contingency.Negative-Condition', 'Comparison.Contrast']  | target:  ['Expansion.GenExpansion', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Contrast', 'Comparison.Similarity', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.GenExpansion', 'Contingency.Cause', 'Expansion.GenExpansion', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.GenExpansion', 'Contingency.Negative-Condition', 'Comparison.Contrast']
preds:  ['Expansion.', '           ', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.', 'Contingency.Cause', 'Contingency.Cause+SpeechAct', 'Expansion.Conjunction', 'Expansion.Conjunsion', 'Contency.Cause', 'Expansion.Conjunction', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Temporal.Asynchronous', 'Comparison.', 'Expansion.Conjunction.', 'Contingency.Cause']  | target:  ['Expansion.GenExpansion', 'Contingency.Purpose', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Purpose', 'Contingency.Cause', 'Contingency.Cause+SpeechAct', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Contingency. Purpose', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Temporal.Assiatic.Assystststststs', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison. Concession', 'Contingency. Paste Contingency. Paste Contingency. Paste Contingency', 'Contingency.élégation. Contingency. Contingency. Contingency. Contingency.', 'Contingency.Cause']  | target:  ['Contingency.Purpose', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.GenExpansion', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Concession', 'Contingency.Purpose', 'Contingency.Condition', 'Contingency.Cause']
preds:  ['Contingency.Purpose', 'Expansion.Conjunction', 'Comparison.Concession.', 'Comparison. Concession.', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Temporary.Asynchronous.', 'Comparison.', 'Temporal.Anonymous', 'Expansion.Conjunction', 'Temporal.Atrial.', 'Contingency. Purpose.', 'Contingency.Conditionation.Conditioning.Conditioning.Conditioning.Conditioning.', 'Expansion.Conspiration.Consjunction.', 'Temporal.Asynchronous', 'Expansion.GenExpansion']  | target:  ['Contingency.Purpose', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.GenExpansion']
preds:  ['Expansion.genExpansion', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause.Cause.Cause.Cause.Cause.', 'Expansion. Expansion', 'Contingency.Caque', 'Contingency.Cause', 'Comparison.Concession.', 'Comparison.Contrast', 'Expansion.', 'Comparison.', 'Comparison. Comparison.', 'Expansion.Conjunction.', 'Temporary.Asynchronous', 'Contingency.', 'Expansion.Gen Expansion']  | target:  ['Expansion.GenExpansion', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.GenExpansion', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Contrast', 'Expansion.GenExpansion', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Expansion.GenExpansion']
preds:  ['For example, if you are a member of a governing body, you may be a member of', 'Contingency.Conditioning.Conditioning.Conditioning.Conditioning.Conditioning.', '           ', 'Contingency. Cause', 'Expansion.Disjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.', 'Expansion.Conjunction.', 'Expansion.Conjunction', 'Temporal. Asynchronous.', 'Expansion.Conjunction', 'Contingency. Purpose', 'Comparison.Concession', 'Expansion.Conjunction']  | target:  ['Contingency.Condition', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Disjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Purpose', 'Comparison.Concession', 'Expansion.Conjunction']
preds:  ['Expansion.', 'Contingency. Purpose', 'Expansion. Disjunction.', 'Temporal.Astr.Astr.Astr.Astr.A', 'Expansion. Conjunction', 'Contingency.', 'Expansion.Conjunction', 'Temporal.Asynchronous.Asynchronous.', 'Expansion.GenExpansion', 'Contingency.Purpose.', 'Temporal. Asynchronous.', 'Expansion. Expansion.', 'Contouring.Conditioning.', 'Expansion.', 'Expansion.', 'Expansion.']  | target:  ['Expansion.GenExpansion', 'Contingency.Purpose', 'Expansion.Disjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.GenExpansion', 'Contingency.Purpose', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.GenExpansion', 'Expansion.GenExpansion']
preds:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Experimentation. Experimentation. Generation. Experimentation. Generation. Experimentation.', 'Temporal.Asynchronous', 'Expansion.Instantiation.', 'Contingency.Pection.Pection.Pection.Pection.Pection.', 'Contingency.Cause', 'because he was a thief he was a thief he was a', 'comparison.', 'Temporal.Asynchronous.', 'Expansion.', 'Contingency.Construction.Commentation.Commentation.Commentation.Commentation.', 'Comparison.', 'Contingency.', '           ', 'Expansion. Instantiation.']  | target:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.GenExpansion', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Contingency.Purpose', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.GenExpansion', 'Contingency.Condition', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Instantiation']
preds:  ['Contingency.Cause', 'Contingency.', 'Glucosa Glucosa Glucosa Glucosa Glucos', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Contraction Expansion.Construction Expansion.Construction Expansion', 'Temporal.Asynchronous.', 'Expansion.Conjunction', 'Contingency.', 'Expansion.', 'Contingency.', 'Expansion.', 'Temporal.Assists.Assist.Assist.Assist.', 'Expansion.Conjunction', 'Contingency.Cause.']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Purpose', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.GenExpansion', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause']
